City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Kiryat Gat,100,IL,1618870481,33,31.61,34.7642,82.0,5.95
Klaksvík,75,FO,1618870481,87,62.2266,-6.589,39.2,6.91
High Rock,75,BS,1618870482,83,26.6208,-78.2833,80.6,11.5
Pokhara,0,NP,1618870482,23,28.2333,83.9833,68.32,8.12
Saldanha,7,ZA,1618870483,59,-33.0117,17.9442,66.2,5.75
Ust-Tsilma,99,RU,1618870483,74,65.441,52.1498,32.54,7.61
Alappuzha,47,IN,1618870483,77,9.49,76.3264,81.81,3.2
Porgera,100,PG,1618870484,95,-5.4667,143.2,43.97,1.34
Kokopo,85,PG,1618870206,80,-4.352,152.2633,77.95,3.85
Busselton,72,AU,1618870484,98,-33.65,115.3333,52.0,7.92
Provincie Utrecht,25,NL,1618870234,86,52.0,5.25,46.0,3.47
Barrow,90,US,1618870485,80,71.2906,-156.7887,24.8,20.71
Atuona,21,PF,1618870374,78,-9.8,-139.0333,80.2,18.63
Havre-St-Pierre,90,CA,1618870485,87,50.2334,-63.5986,44.6,5.75
Punta Arenas,0,CL,1618870335,57,-53.15,-70.9167,48.2,13.8
East London,100,ZA,1618870486,75,-33.0153,27.9116,65.35,8.88
Amapá,96,BR,1618870487,97,1.0,-52.0,73.17,3.04
Dikson,11,RU,1618870408,97,73.5069,80.5464,-5.89,7.16
Bredasdorp,97,ZA,1618870406,67,-34.5322,20.0403,60.8,19.57
Saint Paul Harbor,90,US,1618870488,87,57.79,-152.4072,42.8,23.02
Isla Mujeres,90,MX,1618870488,89,21.2311,-86.731,81.0,9.22
Vaini,75,TO,1618870488,83,-21.2,-175.2,78.8,11.5
Rikitea,0,PF,1618870489,73,-23.1203,-134.9692,78.01,10.38
Qaanaaq,99,GL,1618870433,82,77.484,-69.3632,4.24,5.82
Risod,53,IN,1618870489,19,19.9667,76.7833,86.68,11.7
Ambérieu-en-Bugey,0,FR,1618870490,66,45.9589,5.3432,51.8,2.3
Kamenka,100,RU,1618870490,81,51.3223,42.7678,48.0,10.09
Sinegor'ye,100,RU,1618870335,95,62.0788,150.477,29.32,2.8
Owase,0,JP,1618870491,54,34.0667,136.2,57.69,3.51
Conakry,20,GN,1618870491,83,9.538,-13.6773,82.4,11.5
Rocha,0,UY,1618870492,90,-34.4833,-54.3333,60.24,6.55
Samarinda,90,ID,1618870492,98,-0.5,117.15,71.94,2.15
Mataura,0,NZ,1618870360,64,-46.1927,168.8643,53.69,3.67
Hamilton,40,US,1618870382,32,39.1834,-84.5333,66.99,14.97
Comiso,0,IT,1618870493,93,36.9513,14.6102,44.6,2.3
Saint-Philippe,90,RE,1618870493,94,-21.3585,55.7679,75.2,2.3
Ushuaia,40,AR,1618870461,87,-54.8,-68.3,42.8,2.3
Jerantut,91,MY,1618870494,98,3.936,102.3626,72.41,1.16
Vrbno pod Pradědem,84,CZ,1618870494,94,50.1209,17.3832,39.0,4.23
Nichinan,0,JP,1618870495,76,31.6,131.3667,50.0,8.05
Mount Gambier,75,AU,1618870389,100,-37.8333,140.7667,50.0,10.36
Longyearbyen,75,SJ,1618870495,75,78.2186,15.6401,33.8,11.5
Bathsheba,20,BB,1618870496,57,13.2167,-59.5167,80.6,19.57
Ilulissat,94,GL,1618870207,45,69.2167,-51.1,17.6,4.61
Castro,21,BR,1618870497,91,-24.7911,-50.0119,56.98,3.8
Shingū,0,JP,1618870497,63,33.7333,135.9833,55.15,4.32
Fort Nelson,1,CA,1618870207,24,58.8053,-122.7002,53.6,8.05
Thompson,75,CA,1618870391,59,55.7435,-97.8558,26.6,13.8
Severo-Kuril'sk,100,RU,1618870373,93,50.6789,156.125,37.18,14.83
Cape Town,0,ZA,1618870435,72,-33.9258,18.4232,63.0,4.61
Valdosta,1,US,1618870498,33,30.8327,-83.2785,75.2,4.61
Aberdeen,100,GB,1618870498,81,57.1437,-2.0981,44.6,5.75
Shelburne,100,CA,1618870499,74,44.0787,-80.2041,50.0,15.05
Āsosa,64,ET,1618870499,22,10.0667,34.5333,72.99,3.31
Viedma,27,AR,1618870500,51,-40.8135,-62.9967,78.33,18.66
Faanui,10,PF,1618870500,69,-16.4833,-151.75,82.87,13.65
Ribeira Grande,92,PT,1618870501,89,38.5167,-28.7,62.56,17.25
Harper,100,LR,1618870348,78,4.375,-7.7169,81.59,5.28
Lüderitz,72,NA,1618870501,61,-26.6481,15.1594,70.83,9.57
Mar del Plata,0,AR,1618870500,60,-38.0023,-57.5575,71.6,13.8
Soyo,100,AO,1618870503,89,-6.1349,12.3689,77.56,6.87
Dingle,100,PH,1618870503,85,10.9995,122.6711,76.64,3.91
Baruun-Urt,4,MN,1618870503,30,46.6806,113.2792,39.29,4.03
Quatre Cocos,40,MU,1618870362,94,-20.2078,57.7625,77.0,2.3
Tiksi,84,RU,1618870504,99,71.6872,128.8694,-3.69,1.74
Kavieng,99,PG,1618870504,78,-2.5744,150.7967,81.5,9.53
Jamestown,75,US,1618870343,35,42.097,-79.2353,57.99,6.91
Upernavik,26,GL,1618870505,82,72.7868,-56.1549,3.94,6.85
Guerrero Negro,1,MX,1618870303,25,27.9769,-114.0611,79.83,15.46
Kungurtug,58,RU,1618870506,81,50.5994,97.5228,31.64,0.94
Pisco,0,PE,1618870506,73,-13.7,-76.2167,71.6,16.11
Berlevåg,0,NO,1618870506,75,70.8578,29.0864,35.6,3.44
Kapaa,40,US,1618870507,73,22.0752,-159.319,81.0,10.36
Bluff,0,NZ,1618869921,75,-46.6,168.3333,53.24,12.75
Cherskiy,95,RU,1618870507,71,68.75,161.3,29.98,11.39
Akdepe,0,TM,1618870288,41,42.0551,59.3788,60.8,9.22
Iqaluit,75,CA,1618870473,79,63.7506,-68.5145,21.2,3.44
Bengkulu,50,ID,1618870508,88,-3.8004,102.2655,75.09,3.47
Mahébourg,40,MU,1618870377,94,-20.4081,57.7,77.0,9.78
Choya,100,RU,1618870509,98,52.0108,86.5467,18.99,1.83
Ponta do Sol,22,PT,1618870510,72,32.6667,-17.1,61.0,3.0
Pangai,40,TO,1618870510,74,-19.8,-174.35,84.2,16.11
Broken Hill,100,AU,1618870510,44,-31.95,141.4333,57.2,5.75
Margate,6,GB,1618870511,83,51.3813,1.3862,43.0,1.01
Sečovce,100,SK,1618870511,82,48.7007,21.661,46.99,4.54
Simao,0,CN,1618870511,66,22.7886,100.9748,59.05,1.59
Hilo,20,US,1618870357,51,19.7297,-155.09,86.0,14.97
Tuktoyaktuk,75,CA,1618870407,86,69.4541,-133.0374,24.8,2.3
Puerto Ayora,40,EC,1618870512,74,-0.7393,-90.3518,82.4,11.5
Lerwick,100,GB,1618870513,81,60.1545,-1.1494,46.4,13.8
Albany,100,US,1618870513,46,42.6001,-73.9662,60.01,1.01
Hithadhoo,83,MV,1618870514,65,-0.6,73.0833,82.51,4.65
Port Elizabeth,90,ZA,1618870322,94,-33.918,25.5701,59.0,1.14
Evensk,100,RU,1618870514,85,61.95,159.2333,33.03,17.96
Fortuna,20,US,1618870451,76,40.5982,-124.1573,55.99,20.71
Chiang Khong,0,TH,1618870515,100,20.2613,100.4046,71.6,2.3
San Andrés,75,CO,1618870405,74,12.5847,-81.7006,84.2,13.8
San Quintín,0,MX,1618870368,47,30.4833,-115.95,71.29,12.06
Al Bardīyah,31,LY,1618870516,72,31.7561,25.0865,59.77,20.49
Kirillov,96,RU,1618870373,73,59.863,38.3813,33.85,5.5
Coyhaique,75,CL,1618870516,71,-45.5752,-72.0662,48.2,4.61
Cap Malheureux,17,MU,1618870517,87,-19.9842,57.6142,75.99,3.0
Yar-Sale,100,RU,1618870517,95,66.8333,70.8333,28.51,17.18
Guangming,0,CN,1618870518,29,45.3333,122.7833,40.75,4.27
San Cristobal,40,VE,1618870518,27,7.7669,-72.225,91.4,13.8
Prince Rupert,1,CA,1618870518,20,54.3161,-130.3201,64.4,5.75
Stroitel',0,RU,1618870519,87,50.7854,36.4831,46.4,8.95
Nishihara,40,JP,1618870363,77,26.1842,127.7558,66.2,8.05
Kuremaa,31,EE,1618870519,53,58.7353,26.5383,46.0,6.91
Rendsburg,0,DE,1618870520,81,54.3,9.6667,45.0,4.61
Sosnovo-Ozerskoye,81,RU,1618870331,50,52.5249,111.5418,30.29,1.1
Pimentel,0,PE,1618870520,64,-6.8367,-79.9342,75.2,23.02
Torbay,90,CA,1618870521,93,47.6666,-52.7314,41.0,13.8
Kyabé,98,TD,1618870521,28,9.4515,18.9449,89.11,5.32
Newport,82,GB,1618870522,81,51.5877,-2.9984,48.0,3.18
Hudson,1,US,1618870522,48,40.7168,-74.0663,64.4,5.75
Leningradskiy,3,RU,1618870523,78,69.3833,178.4167,20.82,3.06
Karoi,35,ZW,1618870523,93,-16.8099,29.6925,55.74,6.29
Wuxue,97,CN,1618870523,85,29.8506,115.5525,61.16,4.0
Cayenne,90,GF,1618870304,94,4.9333,-52.3333,75.99,4.61
Abu Samrah,99,SY,1618870524,29,35.3029,37.1841,78.96,8.61
Maïné Soroa,50,NE,1618870524,6,13.2114,12.0241,87.66,6.38
Gornopravdinsk,85,RU,1618870525,74,60.05,69.9,15.82,7.05
Podor,0,MR,1618870525,20,16.6527,-14.9587,95.0,2.3
Samarai,98,PG,1618870525,77,-10.6167,150.6667,82.31,10.13
Sampit,15,ID,1618870526,98,-2.5333,112.95,71.92,0.2
Opuwo,1,NA,1618870397,39,-18.0607,13.84,68.7,7.31
Wad Medani,61,SD,1618870526,13,14.4012,33.5199,95.58,9.08
Miraflores,40,MX,1618870527,7,19.2167,-98.8083,82.4,17.27
Nanortalik,100,GL,1618870527,77,60.1432,-45.2371,32.52,7.9
Hermanus,91,ZA,1618870528,79,-34.4187,19.2345,61.0,14.0
Asilah,20,MA,1618870528,82,35.465,-6.0348,60.8,2.3
Yellowknife,40,CA,1618870308,69,62.456,-114.3525,33.8,10.36
São João da Barra,75,BR,1618870529,73,-21.6403,-41.0511,77.0,11.5
Nemuro,0,JP,1618870529,80,43.3236,145.575,42.1,16.53
Pasinler,75,TR,1618870529,87,39.9803,41.6764,48.2,2.3
Aasiaat,91,GL,1618870530,82,68.7098,-52.8699,13.69,9.91
Umluj,55,SA,1618870530,47,25.0213,37.2685,82.72,1.28
Hobart,75,AU,1618870353,87,-42.8794,147.3294,51.01,8.05
Huarmey,99,PE,1618870267,75,-10.0681,-78.1522,72.39,11.18
Tuatapere,3,NZ,1618870531,74,-46.1333,167.6833,55.31,7.02
Namatanai,100,PG,1618870531,77,-3.6667,152.4333,81.75,5.19
Port Blair,100,IN,1618870524,74,11.6667,92.75,80.78,3.24
Charlestown,0,AU,1618870532,61,-32.95,151.6667,60.01,1.01
Tazovsky,100,RU,1618870532,94,67.4667,78.7,10.08,13.78
Kolda,17,SN,1618870533,38,12.8833,-14.95,95.0,9.22
Tamiahua,99,MX,1618870533,68,21.2667,-97.45,74.66,12.12
Cascais,40,PT,1618870533,87,38.6979,-9.4215,61.0,9.89
Muros,72,ES,1618870534,72,42.7762,-9.0603,57.0,1.01
Yulara,0,AU,1618870534,71,-25.2406,130.9889,48.2,6.91
Necochea,3,AR,1618870535,75,-38.5473,-58.7368,68.0,7.0
Nikolskoye,0,RU,1618870535,60,59.7035,30.7861,39.0,6.71
Morón,0,AR,1618870497,68,-34.6534,-58.6198,71.01,9.22
Touros,0,BR,1618870536,78,-5.1989,-35.4608,80.6,6.91
Manama,0,BH,1618870536,29,26.2154,50.5832,80.6,1.14
Baoqing,0,CN,1618870537,28,46.3317,132.2111,36.81,19.46
Lebu,100,CL,1618870392,96,-37.6167,-73.65,58.3,15.93
Askarovo,14,RU,1618870537,79,53.3372,58.5089,17.6,6.71
Chokurdakh,100,RU,1618870538,85,70.6333,147.9167,15.76,11.59
Wanning,94,CN,1618870538,87,18.8003,110.3967,77.22,8.93
Zlobin,20,HR,1618870539,62,45.2924,14.6541,51.8,2.3
Muzhi,100,RU,1618870539,78,65.3667,64.6667,33.19,27.78
Comodoro Rivadavia,0,AR,1618870539,42,-45.8667,-67.5,64.4,14.97
Talnakh,58,RU,1618870540,96,69.4865,88.3972,-13.54,3.38
Moose Factory,90,CA,1618870366,86,51.2585,-80.6094,26.6,13.8
Itarema,92,BR,1618870540,86,-2.9248,-39.9167,76.69,4.68
Labuhan,91,ID,1618870541,84,-6.8844,112.2051,75.43,7.4
New Norfolk,100,AU,1618870541,77,-42.7826,147.0587,51.01,1.79
Felipe Carrillo Puerto,52,MX,1618870542,54,19.5833,-88.05,89.38,6.02
Lavrentiya,5,RU,1618870542,78,65.5833,-171.0,30.09,7.56
Maceió,0,BR,1618870431,88,-9.6658,-35.7353,77.0,5.75
Coquimbo,75,CL,1618870396,88,-29.9533,-71.3436,57.2,6.91
Provideniya,0,RU,1618870401,59,64.3833,-173.3,30.2,20.13
Waterloo,90,CA,1618870277,81,43.4668,-80.5164,52.0,12.66
Manta,75,EC,1618870543,74,-0.95,-80.7333,82.4,9.22
Ludvika,5,SE,1618870544,53,60.1496,15.1878,46.4,5.75
Nortelândia,85,BR,1618870544,71,-14.4547,-56.8028,79.72,1.66
Port-Gentil,20,GA,1618870544,94,-0.7193,8.7815,77.0,3.44
Tazmalt,100,DZ,1618870545,56,36.3868,4.3989,57.16,2.73
Alamosa,90,US,1618870545,19,37.4695,-105.87,55.4,8.05
Kaitangata,0,NZ,1618870546,61,-46.2817,169.8464,59.0,1.99
Tessalit,55,ML,1618870546,8,20.1986,1.0114,83.84,8.66
Weymouth,99,US,1618870547,39,42.2209,-70.9398,64.4,9.22
Peruíbe,10,BR,1618870365,89,-24.32,-46.9983,68.5,5.08
Daru,98,PG,1618870547,91,-9.0763,143.2092,76.75,6.44
Barra de Tecoanapa,22,MX,1618870548,46,16.5167,-98.75,85.15,10.69
Cabo San Lucas,40,MX,1618870548,61,22.8909,-109.9124,80.01,11.5
Cidreira,66,BR,1618870549,77,-30.1811,-50.2056,69.13,10.85
Betioky,0,MG,1618870549,71,-23.7167,44.3833,65.05,5.55
Alofi,75,NU,1618870514,65,-19.0595,-169.9187,82.4,18.41
Ngunguru,100,NZ,1618870550,96,-35.6167,174.5,64.99,8.01
Ontario,1,US,1618870503,11,34.0633,-117.6509,90.0,17.27
Davila,75,PH,1618870550,73,18.4726,120.5763,77.0,13.8
Beringovskiy,32,RU,1618870550,86,63.05,179.3167,25.75,9.46
Chunskiy,98,RU,1618870551,75,56.0815,99.6342,16.75,13.29
Hervey Bay,0,AU,1618870551,80,-25.2986,152.8535,66.99,3.0
Jalu,59,LY,1618870343,30,29.0331,21.5482,67.33,21.41
Padang,20,ID,1618870552,88,-0.9492,100.3543,75.2,1.14
Flinders,0,AU,1618870552,83,-34.5833,150.8552,55.0,1.01
Saint-Pierre,90,RE,1618870553,94,-21.3393,55.4781,75.2,2.3
Port Alfred,100,ZA,1618870376,74,-33.5906,26.891,64.45,11.01
Rāmāpuram,44,IN,1618870553,73,13.1167,79.2,81.72,4.68
Saint George,1,US,1618870382,8,37.1041,-113.5841,81.0,12.66
Puntarenas,75,CR,1618870554,100,9.9763,-84.8384,68.0,1.14
Tommot,80,RU,1618870554,96,58.9564,126.2925,9.12,1.39
Goderich,100,CA,1618870555,87,43.7501,-81.7165,44.6,16.11
Arraial do Cabo,0,BR,1618870413,88,-22.9661,-42.0278,75.2,23.02
Butaritari,95,KI,1618870555,76,3.0707,172.7902,83.12,13.31
Minas,0,UY,1618870556,82,-34.3759,-55.2377,66.2,12.66
Khatanga,44,RU,1618870394,100,71.9667,102.5,-19.26,3.24
Lopatino,100,RU,1618870556,83,52.6195,45.8118,39.79,18.21
Kirakira,32,SB,1618870499,76,-10.4544,161.9205,84.18,7.83
Avarua,20,CK,1618870557,69,-21.2078,-159.775,82.4,11.5
Ulaanbaatar,40,MN,1618870295,26,47.9077,106.8832,42.8,11.18
Makkah al Mukarramah,5,SA,1618870333,37,21.4267,39.8261,85.5,3.2
Mission,75,US,1618870558,46,26.2159,-98.3253,73.99,3.44
Dundee,0,GB,1618870558,87,56.5,-2.9667,46.99,2.3
Levice,100,SK,1618870559,93,48.2156,18.6071,45.0,3.22
St. Pete Beach,1,US,1618870559,78,27.7253,-82.7412,73.99,8.05
Mildura,40,AU,1618870559,62,-34.2,142.15,51.8,5.75
San Isidro,0,PE,1618870560,73,-12.1167,-77.05,72.0,12.66
Libertyville,90,US,1618870560,46,42.2831,-87.9531,48.2,9.22
Leshukonskoye,40,RU,1618870560,83,64.8989,45.7622,29.26,4.79
Tarata,40,BO,1618870561,27,-17.6167,-66.0167,75.2,10.36
Dhanbad,1,IN,1618870561,13,23.8,86.45,78.98,5.53
Palafrugell,0,ES,1618870562,87,41.9174,3.1631,50.0,2.3
Carlsbad,1,US,1618870290,53,33.1581,-117.3506,82.99,12.66
Ust'-Ishim,7,RU,1618870562,69,57.6935,71.1665,17.51,3.27
Carnarvon,0,AU,1618870563,54,-24.8667,113.6333,72.86,21.3
Diffa,28,NE,1618870563,6,13.3154,12.6113,87.4,3.87
Sterling,20,US,1618870563,51,39.0062,-77.4286,64.99,5.75
Egvekinot,0,RU,1618870565,68,66.3167,-179.1667,26.94,1.7
Batagay-Alyta,99,RU,1618870335,90,67.8006,130.4114,5.47,5.06
Madimba,75,TZ,1618870565,94,-10.4,40.3333,73.4,20.71
Linqiong,40,CN,1618870566,100,30.4159,103.4609,57.2,1.9
Ambulu,22,ID,1618870566,87,-8.345,113.6058,72.39,3.42
Chumikan,100,RU,1618870567,71,54.7183,135.315,29.17,18.79
Pevek,32,RU,1618870542,81,69.7008,170.3133,20.05,7.11
Det Udom,98,TH,1618870568,100,14.906,105.0784,75.2,4.59
Fort Smith,1,US,1618870568,27,35.3859,-94.3986,73.4,10.36
Esperance,90,AU,1618870568,100,-33.8667,121.9,59.0,5.75
Batemans Bay,0,AU,1618870569,68,-35.7167,150.1833,57.99,3.0
Birjand,0,IR,1618870569,28,32.8663,59.2211,57.2,4.74
Le Mans,0,FR,1618870570,71,48.0,0.2,48.2,1.14
Ekenäs,2,FI,1618870570,46,59.9736,23.4339,42.01,5.01
College,1,US,1618870332,30,64.8569,-147.8028,55.4,4.61
Maniitsoq,100,GL,1618870571,98,65.4167,-52.9,30.97,11.61
Jijiga,100,ET,1618870458,73,9.35,42.8,63.48,2.84
Srednekolymsk,100,RU,1618870371,80,67.45,153.6833,31.82,5.14
Mayskiy,99,RU,1618870571,100,47.6931,40.1025,46.4,1.61
Road Town,20,VG,1618870572,78,18.4167,-64.6167,80.6,9.22
Kruisfontein,100,ZA,1618870572,84,-34.0033,24.7314,60.01,1.01
Nouakchott,0,MR,1618870573,77,18.0858,-15.9785,68.0,14.97
Tasiilaq,4,GL,1618870573,68,65.6145,-37.6368,24.8,11.5
Paka,96,MY,1618870573,94,4.6374,103.4368,75.2,2.3
Watsa,99,CD,1618870574,75,3.0372,29.5355,66.87,2.53
Manokwari,100,ID,1618870574,78,-0.8667,134.0833,78.06,3.49
Quixeramobim,99,BR,1618870575,84,-5.1992,-39.2928,74.71,2.48
Bucksport,95,US,1618870575,58,44.5737,-68.7956,54.0,8.01
Gävle,3,SE,1618870575,72,60.6745,17.1417,41.77,5.03
Nome,1,US,1618870576,60,64.5011,-165.4064,39.2,14.97
Freeport,1,US,1618870576,58,40.6576,-73.5832,60.01,10.36
Lincoln,90,US,1618870577,93,40.8,-96.667,33.01,5.75
Bethel,40,US,1618870577,45,41.3712,-73.414,62.6,6.91
Alexandria,0,EG,1618870577,77,31.2156,29.9553,68.0,12.66
Deputatsky,100,RU,1618870578,93,69.3,139.9,10.99,2.75
Chui,0,UY,1618870578,75,-33.6971,-53.4616,64.76,9.69
Ndioum,0,SN,1618870579,20,16.5129,-14.6471,95.0,2.3
Clyde River,75,CA,1618870579,85,70.4692,-68.5914,6.8,17.27
Atasū,100,KZ,1618870580,42,48.6814,71.6433,30.07,20.2
Flin Flon,75,CA,1618870341,47,54.7682,-101.865,32.0,6.91
Bambous Virieux,40,MU,1618870580,94,-20.3428,57.7575,77.0,9.4
Aklavik,1,CA,1618870289,42,68.2191,-135.0107,46.4,4.61
Inhambane,0,MZ,1618870581,75,-23.865,35.3833,69.67,7.43
Suntar,15,RU,1618870581,90,62.1444,117.6319,11.8,6.89
Cocora,100,RO,1618870582,77,44.7333,27.05,50.0,1.99
Svetlaya,64,RU,1618870582,46,46.5389,138.3297,39.09,10.36
Terrace,20,CA,1618870582,19,54.5163,-128.6035,64.4,4.61
Médéa,0,DZ,1618870583,76,36.2642,2.7539,51.8,3.44
San Patricio,90,US,1618870479,53,28.017,-97.5169,71.6,6.91
Adeje,0,ES,1618870583,72,28.1227,-16.726,66.99,9.22
Usinsk,100,RU,1618870584,84,65.9939,57.5281,28.99,13.51
Krasnosel'kup,51,RU,1618870538,100,65.7,82.4667,-13.47,4.47
Diamantino,62,BR,1618870584,74,-14.4086,-56.4461,77.77,2.19
George Town,40,MY,1618870583,94,5.4112,100.3354,78.01,4.61
Vågåmo,79,NO,1618870585,92,61.8751,9.0967,36.72,1.92
Sola,40,VU,1618870585,94,-13.8833,167.55,82.4,11.63
Xinyu,100,CN,1618870586,94,27.8043,114.9334,61.45,1.72
Dengzhou,80,CN,1618870586,57,37.8086,120.7508,55.87,8.99
Tadine,81,NC,1618870587,86,-21.55,167.8833,78.19,8.1
Grindavik,75,IS,1618870587,80,63.8424,-22.4338,33.8,19.57
Nara,20,JP,1618870587,82,34.6851,135.8049,55.99,2.3
Jungapeo de Juárez,58,MX,1618870555,15,19.45,-100.4833,81.0,14.0
