City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Port Hardy,40,CA,1618870588,59,50.6996,-127.4199,60.8,11.5
Uinskoye,0,RU,1618870588,52,56.8817,56.5813,30.45,1.72
Makurdi,49,NG,1618870589,52,7.7411,8.5121,87.22,8.21
Batagay,100,RU,1618870589,93,67.6333,134.6333,13.62,4.65
Belaya Gora,100,RU,1618870589,90,68.5333,146.4167,18.7,9.73
Salalah,0,OM,1618870590,78,17.0151,54.0924,80.6,5.75
Villazón,22,BO,1618870590,17,-22.0866,-65.5942,59.54,7.7
Hong Kong,94,HK,1618870473,79,22.2855,114.1577,71.01,21.0
Warwick,75,US,1618870591,39,41.7001,-71.4162,63.0,12.66
Fare,1,PF,1618870591,72,-16.7,-151.0167,82.58,13.31
Rosh Pinna,100,IL,1618870592,23,32.9689,35.5426,78.44,2.84
Ibipeba,100,BR,1618870592,91,-11.6408,-42.0111,69.28,4.05
Kuril'sk,88,RU,1618870593,79,45.2333,147.8833,40.35,8.52
Te Anau,13,NZ,1618870593,79,-45.4167,167.7167,54.21,4.5
Basco,57,PH,1618870593,71,20.4487,121.9702,75.13,28.66
San Bartolomé de Tirajana,20,ES,1618870594,72,27.9248,-15.5733,66.99,20.71
Tooele,75,US,1618870594,39,40.5308,-112.2983,60.8,28.77
Shenjiamen,2,CN,1618870595,81,29.9576,122.298,56.03,10.38
Hofn,11,IS,1618870434,61,64.2539,-15.2082,38.86,10.33
Ostrovnoy,75,RU,1618870595,91,68.0531,39.5131,35.17,15.64
Mogocha,91,RU,1618870596,40,53.7333,119.7667,22.87,2.84
Saskylakh,80,RU,1618870596,99,71.9167,114.0833,-13.9,3.22
Geraldton,1,AU,1618870419,87,-28.7667,114.6,53.6,4.61
Skellefteå,5,SE,1618870597,64,64.7507,20.9528,35.6,5.75
Marabba,98,SD,1618870597,10,12.35,32.1833,91.6,7.87
Pakxan,16,LA,1618870598,92,18.3778,103.6601,73.06,2.57
Nuuk,90,GL,1618870598,100,64.1835,-51.7216,32.0,31.07
Maryville,20,US,1618870365,37,35.7565,-83.9705,66.2,3.44
Bilma,2,NE,1618870598,7,18.6853,12.9164,87.73,7.07
Nelson Bay,0,AU,1618870566,82,-32.7167,152.15,57.99,6.91
La Ronge,75,CA,1618870599,44,55.1001,-105.2842,35.6,10.36
Solwezi,24,ZM,1618870599,89,-12.1688,26.3894,56.43,4.52
Mago,100,RU,1618870600,93,53.2514,140.1822,31.1,9.04
Maku,100,IR,1618870600,46,39.2911,44.4521,62.96,5.19
Cockburn Town,1,TC,1618870601,74,21.4612,-71.1419,80.6,23.02
Katsuura,0,JP,1618870601,51,35.1333,140.3,60.01,2.3
Norwich,75,GB,1618870601,93,52.6278,1.2983,42.01,2.3
Khani,75,GE,1618870568,82,41.9563,42.9566,64.4,13.8
Cootamundra,3,AU,1618870602,79,-34.65,148.0333,51.01,1.99
Labytnangi,100,RU,1618870602,94,66.6572,66.4183,29.39,11.86
Manbij,0,SY,1618870603,63,36.5281,37.9549,64.4,4.61
Sergeevka,1,KZ,1618870603,51,53.88,67.4158,26.02,4.29
The Valley,20,AI,1618870604,74,18.217,-63.0578,82.4,14.97
Igra,0,RU,1618870604,61,57.5558,53.0547,29.28,4.23
San Borja,33,BO,1618870605,94,-14.8167,-66.85,76.39,1.23
Nokaneng,0,BW,1618870605,35,-19.6667,22.2667,61.88,6.78
Hefei,97,CN,1618870605,77,31.8639,117.2808,63.0,8.95
Moravská Třebová,100,CZ,1618870606,51,49.7579,16.6643,45.0,1.01
Xining,83,CN,1618870606,75,36.6167,101.7667,37.51,1.83
Solnechnyy,100,RU,1618870606,80,50.7214,136.6319,26.2,8.72
Adrar,3,MR,1618870607,7,20.5022,-10.0711,82.94,6.11
Genhe,5,CN,1618870607,28,50.7833,121.5167,24.8,2.04
Reconquista,0,AR,1618870571,65,-29.15,-59.65,71.92,7.54
Yabrūd,100,SY,1618870608,26,33.9674,36.6574,72.0,8.01
Henties Bay,8,NA,1618870608,43,-22.116,14.2845,82.99,5.01
Havelock,40,US,1618870609,67,34.8791,-76.9013,64.0,14.97
Hīt,98,IQ,1618870609,18,33.6416,42.8251,83.98,3.44
Filingué,66,NE,1618870609,28,14.3521,3.3168,92.71,12.57
Puquio,59,PE,1618870610,80,-14.7,-74.1333,53.06,6.69
Priiskovyy,28,RU,1618870369,26,51.9333,116.6333,28.27,5.46
Price,75,US,1618870610,17,39.5994,-110.8107,62.6,27.63
Antigonish,90,CA,1618870502,86,45.6169,-61.9986,42.01,4.0
Norman Wells,1,CA,1618870611,40,65.282,-126.8329,50.0,5.75
Yeniseysk,88,RU,1618870611,87,58.4497,92.1703,12.04,10.13
Novomikhaylovskiy,100,RU,1618870612,95,44.2581,38.8578,56.61,9.53
Mâncio Lima,40,BR,1618870612,83,-7.6142,-72.8958,82.4,3.44
Timrå,0,SE,1618870613,86,62.487,17.3257,30.2,4.61
Ørnes,0,NO,1618870613,70,66.8689,13.7078,42.8,11.5
Pell City,1,US,1618870613,35,33.5862,-86.2861,71.01,5.75
Charters Towers,100,AU,1618870614,82,-20.1,146.2667,72.01,13.98
Pacifica,20,US,1618870614,59,37.6138,-122.4869,64.0,19.57
Buta,100,CD,1618870615,98,2.7858,24.73,68.7,2.28
Kumul,100,CN,1618870615,20,42.8,93.45,60.39,6.17
Bairiki Village,75,KI,1618870578,74,1.3292,172.9752,86.0,8.05
Rantepao,100,ID,1618870615,96,-2.9701,119.8978,65.41,2.06
Rørvik,100,NO,1618870616,84,64.8621,11.2373,43.05,11.52
Port Macquarie,1,AU,1618870395,79,-31.4333,152.9167,60.01,1.01
Muli,21,MV,1618870616,65,2.9167,73.5667,82.29,4.92
Suffolk,1,US,1618870617,58,40.8668,-72.7996,57.99,11.5
Balkanabat,35,TM,1618870617,46,39.5108,54.3671,67.55,3.27
Panzhihua,0,CN,1618870618,58,26.5851,101.7128,59.14,2.35
Kyrenia,0,CY,1618870618,68,35.3417,33.3167,68.0,2.84
Arlit,4,NE,1618870618,6,18.7369,7.3853,89.06,5.66
Kropotkin,100,RU,1618870619,95,45.4375,40.5756,55.0,3.83
Ancud,0,CL,1618870356,93,-41.8697,-73.8203,54.0,1.77
Hirara,40,JP,1618870619,68,24.8,125.2833,69.8,16.11
Livingstonia,77,MW,1618870620,86,-10.606,34.1063,60.15,4.36
Oldmeldrum,100,GB,1618870620,81,57.3349,-2.3199,44.6,5.75
Pemangkat,63,ID,1618870454,83,1.1667,108.9667,77.38,3.02
Dalvik,20,IS,1618870621,75,65.9702,-18.5286,33.8,9.22
Prainha,78,BR,1618870621,94,-1.8,-53.48,74.53,2.28
El Alto,40,PE,1618870622,61,-4.2714,-81.2147,80.6,10.36
Port Keats,42,AU,1618870618,53,-14.25,129.55,73.78,5.48
Ternate,99,ID,1618870426,80,0.8,127.4,80.51,1.63
Isangel,20,VU,1618870422,79,-19.55,169.2667,86.0,5.75
Wad Rāwah,12,SD,1618870623,12,15.1603,33.1397,92.57,10.71
Westport,1,US,1618870623,51,41.1415,-73.3579,60.01,8.05
Kita,6,ML,1618870623,13,13.0349,-9.4895,93.02,2.33
Nanga Eboko,97,CM,1618870394,92,4.6833,12.3667,71.35,1.43
Dashitou,0,CN,1618870624,39,43.3067,128.5114,39.45,8.25
Aracati,92,BR,1618870624,81,-4.5617,-37.7697,78.44,6.2
Mouzourás,20,GR,1618870625,87,35.5333,24.15,53.6,6.91
Petropavlovsk-Kamchatskiy,90,RU,1618870625,87,53.0452,158.6483,39.2,22.37
Fairbanks,1,US,1618870589,40,64.8378,-147.7164,55.4,3.44
Laas,20,IT,1618870626,65,46.6166,10.7002,51.8,4.61
Nkhotakota,100,MW,1618870626,69,-12.9274,34.2961,71.87,7.81
Bay Roberts,99,CA,1618870627,83,47.5999,-53.2648,41.0,5.99
Puebla,1,MX,1618870492,8,18.8333,-98.0,78.8,32.21
Tuy Hoa,100,VN,1618870627,90,13.0833,109.3,74.19,3.94
Port Hedland,75,AU,1618870628,78,-20.3167,118.5667,71.6,5.75
Skegness,0,GB,1618870628,87,53.1436,0.3363,41.0,6.91
Balogo,100,PH,1618870628,87,10.8868,124.7105,79.07,11.61
Jimaní,20,DO,1618870629,33,18.4917,-71.8502,91.4,13.8
Sobolevo,97,RU,1618870629,86,54.4299,31.8996,42.73,9.95
Faya,0,SA,1618870630,47,18.3851,42.4509,60.8,7.96
Constitución,49,CL,1618870630,92,-35.3333,-72.4167,58.19,7.85
Vadsø,0,NO,1618870630,70,70.0744,29.7487,41.0,4.61
La Santisima Trinidad,75,BO,1618870451,83,-14.8333,-64.9,80.6,3.44
Saint Anthony,90,US,1618870631,41,45.0205,-93.218,39.2,10.36
Sokółka,28,PL,1618870516,63,53.4072,23.5023,46.0,5.84
Idaho Falls,1,US,1618870631,27,43.4666,-112.0341,46.99,28.77
Lata,10,PT,1618870632,90,40.1629,-8.3327,60.01,1.01
Penzance,0,GB,1618870632,87,50.1186,-5.5371,46.99,4.61
Bull Savanna,72,JM,1618870633,67,17.8868,-77.5902,79.74,17.87
Neuquén,40,AR,1618870633,57,-38.9516,-68.0591,75.2,3.76
Ouadda,100,CF,1618870633,42,8.0777,22.4007,81.18,3.89
Wanaka,6,NZ,1618870396,88,-44.7,169.15,51.01,1.01
Vallenar,0,CL,1618870634,42,-28.5708,-70.7581,72.73,6.8
Asău,100,RO,1618870635,64,46.4333,26.4,45.0,3.91
Mulchén,40,CL,1618870356,68,-37.7167,-72.2333,64.4,10.36
Independência,100,BR,1618870517,89,-5.3964,-40.3086,71.83,1.86
Province of Mantua,99,IT,1618870472,92,45.1667,10.7833,46.0,1.01
Ixtapa,1,MX,1618870636,61,20.7,-105.2,81.0,12.66
Biryusinsk,95,RU,1618870636,76,55.9634,97.8235,16.97,13.71
Alice Springs,1,AU,1618870396,61,-23.7,133.8833,46.4,4.61
Hasaki,20,JP,1618870364,76,35.7333,140.8333,51.8,4.61
Skowhegan,90,US,1618870637,59,44.7651,-69.7192,57.99,1.01
Vardø,0,NO,1618870439,70,70.3705,31.1107,37.4,4.61
Belle Fourche,40,US,1618870637,59,44.6714,-103.8522,33.01,12.66
Thinadhoo,83,MV,1618870638,63,0.5333,72.9333,82.47,5.46
Sabha,0,LY,1618870638,35,27.0377,14.4283,70.97,13.47
Pritzwalk,12,DE,1618870639,85,53.1494,12.1741,46.0,1.01
Gobabis,0,NA,1618870356,38,-22.45,18.9667,61.68,10.33
Half Moon Bay,90,US,1618870582,76,37.4636,-122.4286,69.01,10.36
Olean,75,US,1618870640,35,42.0776,-78.4297,57.99,5.75
Bārmer,95,IN,1618870640,32,25.75,71.3833,79.18,2.37
Anadyr,0,RU,1618870640,92,64.75,177.4833,15.8,6.71
Kadi,100,IN,1618870641,48,23.3,72.3333,86.0,5.75
Leopold,90,AU,1618870641,67,-38.1833,144.4667,60.01,10.36
Newala,82,TZ,1618870642,96,-10.9431,39.2787,63.37,1.9
Worcester,90,US,1618870586,38,42.3334,-71.8328,59.0,11.5
Villa Guerrero,75,MX,1618870642,9,18.8667,-99.65,91.4,9.22
San Fernando,75,PH,1618870642,73,15.0286,120.6898,77.0,2.3
Gerāsh,0,IR,1618870643,37,27.6652,54.1371,71.6,2.57
Chicama,20,PE,1618870643,88,-7.8447,-79.1469,68.0,10.36
Matara,84,LK,1618870644,88,5.9485,80.5353,77.56,5.93
Finschhafen,80,PG,1618870644,76,-6.6024,147.8681,82.04,6.22
Vanimo,87,PG,1618870644,80,-2.6741,141.3028,78.04,2.82
Washington,4,US,1618870516,22,47.5001,-120.5015,64.99,6.26
Paamiut,100,GL,1618870645,87,61.994,-49.6678,31.71,8.19
Rochegda,0,RU,1618870645,73,62.8,43.25,30.87,3.6
Paredon,81,MX,1618870646,47,16.0333,-93.8667,88.14,8.23
Kabompo,17,ZM,1618870646,71,-13.5927,24.2008,60.01,5.75
Maraã,100,BR,1618870647,96,-1.8333,-65.3667,72.93,1.95
Nouadhibou,1,MR,1618870647,88,20.931,-17.0347,64.4,16.11
Ponta Delgada,40,PT,1618870647,88,37.7333,-25.6667,62.6,8.05
Kathmandu,20,NP,1618870648,82,27.7167,85.3167,57.2,2.3
Pangkalanbuun,2,ID,1618870648,96,-2.6833,111.6167,72.27,1.5
Synya,100,RU,1618870649,85,65.3718,58.0387,29.75,6.76
Iquitos,20,PE,1618870621,74,-3.7481,-73.2472,84.2,4.61
Kahului,20,US,1618870430,58,20.8947,-156.47,84.2,10.36
Bethanien,29,NA,1618870649,26,-26.502,17.1583,71.96,11.05
Roxana,90,CR,1618870650,94,10.2753,-83.7513,68.0,3.44
Rodrigues Alves,40,BR,1618870650,83,-7.738,-72.6509,82.4,3.44
Acapulco de Juárez,1,MX,1618870651,65,16.8634,-99.8901,82.4,9.22
Lorengau,97,PG,1618870651,73,-2.0226,147.2712,83.35,6.67
Airai,60,TL,1618870651,84,-8.9266,125.4092,57.2,1.57
Plettenberg Bay,99,ZA,1618870652,85,-34.0527,23.3716,61.07,11.77
Belyy Yar,40,RU,1618870652,54,53.6039,91.3903,23.0,13.42
Novobirilyussy,100,RU,1618870653,92,56.9514,90.6661,9.88,8.97
Shagonar,99,RU,1618870653,83,51.5333,92.8,33.24,6.26
Kalmunai,94,LK,1618870653,83,7.4167,81.8167,78.67,1.81
Muisne,75,EC,1618870654,83,0.6,-80.0333,82.4,9.22
Andenes,100,NO,1618870654,65,69.3143,16.1194,44.6,13.8
Koutsouras,9,GR,1618870655,59,35.0339,25.9469,58.41,9.01
Eureka,90,US,1618870655,81,40.8021,-124.1637,55.99,16.11
Damietta,0,EG,1618870655,41,31.4165,31.8133,80.6,9.22
Payo,51,ID,1618870656,97,-3.7508,103.6372,71.17,1.59
Baringo,100,KE,1618870656,59,0.4667,35.9667,73.45,1.45
Taoudenni,0,ML,1618870657,11,22.6783,-3.9836,83.59,10.42
Klyuchi,4,RU,1618870657,45,52.2667,79.1667,23.74,9.01
Husavik,20,IS,1618870657,75,66.0449,-17.3389,33.8,9.22
Brejo Santo,75,BR,1618870658,69,-7.4933,-38.9872,80.6,2.3
Lewistown,85,US,1618870658,38,40.5992,-77.5714,64.99,5.37
Torbat-e Jām,12,IR,1618870659,34,35.244,60.6225,63.88,13.0
At-Bashi,70,KG,1618870659,52,41.1702,75.8106,39.69,2.86
Brattvåg,61,NO,1618870659,75,62.6002,6.4434,42.01,4.61
Dan Khun Thot,61,TH,1618870524,100,15.2085,101.7714,78.01,3.96
Ewo,100,CG,1618870660,90,-0.8725,14.8206,73.56,2.33
Wittmund,5,DE,1618870660,87,53.5667,7.7833,44.6,2.3
Burnie,92,AU,1618870661,83,-41.0667,145.9167,53.01,1.99
Mataquescuintla,75,GT,1618870661,73,14.5292,-90.1842,75.0,6.91
Northam,100,GB,1618870661,80,51.0333,-4.2167,46.0,1.01
Zapolyarnyy,0,RU,1618870662,60,69.4154,30.8136,41.0,8.05
Pizarro,54,CO,1618870662,79,4.9533,-77.366,81.1,6.06
Riyadh,0,SA,1618870375,21,24.6877,46.7219,80.6,4.92
Khanbari,24,NP,1618870663,52,27.3747,87.2039,63.88,5.12
Bousso,91,TD,1618870663,18,10.4795,16.7117,92.53,1.99
Amherst,90,US,1618870664,31,41.3978,-82.2224,62.6,14.97
Esmeraldas,0,BR,1618870364,57,-19.7625,-44.3139,77.0,5.75
Nālūt,82,LY,1618870458,22,30.3333,10.85,62.33,10.65
São Filipe,48,CV,1618870660,73,14.8961,-24.4956,73.78,11.72
Malbork,71,PL,1618870665,57,54.0359,19.0266,50.0,4.99
Shiyan,100,CN,1618870665,96,32.6475,110.7781,59.65,1.88
Şuhut,73,TR,1618870665,85,38.5311,30.5458,50.52,6.6
Robertsport,15,LR,1618870666,80,6.7533,-11.3686,82.44,9.01
Ust-Kuyga,100,RU,1618870666,94,70.0167,135.6,7.68,5.77
Lagoa,93,PT,1618870667,84,39.05,-27.9833,62.02,7.4
Bugasong,100,PH,1618870667,85,11.0439,122.0659,79.29,8.05
Sulangan,100,PH,1618870667,76,11.1373,123.7228,82.36,15.05
Dingzhou,0,CN,1618870668,76,38.5131,114.9956,55.4,4.47
Kolokani,2,ML,1618870668,13,13.5728,-8.0339,88.27,8.79
Sioux Lookout,75,CA,1618870669,35,50.1001,-91.917,35.6,12.66
Sitka,40,US,1618870669,66,57.0531,-135.33,51.8,8.05
Joshīmath,3,IN,1618870669,37,30.5667,79.5667,47.19,9.64
Amarante do Maranhão,100,BR,1618870670,96,-5.5667,-46.7422,70.47,3.0
Buraidah,0,SA,1618870670,35,26.326,43.975,73.4,4.61
São José da Coroa Grande,93,BR,1618870671,80,-8.8978,-35.1478,78.85,6.96
Salinas,1,US,1618870384,63,36.6777,-121.6555,60.01,14.97
Victor Harbor,20,AU,1618870671,87,-35.5667,138.6167,59.0,8.99
Hammerfest,0,NO,1618870672,81,70.6634,23.6821,37.4,4.61
Vila Velha,75,BR,1618870672,94,-20.3297,-40.2925,75.2,6.91
Broome,1,US,1618870673,54,42.2506,-75.833,59.0,5.75
Patitiri,20,GR,1618870673,88,39.15,23.8667,57.2,9.22
Omsukchan,100,RU,1618870674,87,62.5333,155.8,31.05,6.55
Atar,1,MR,1618870584,12,20.5169,-13.0499,81.73,3.13
Banamba,3,ML,1618870674,13,13.55,-7.45,88.68,8.39
Rizhao,58,CN,1618870675,76,35.4275,119.4553,53.11,3.69
Gaildorf,90,DE,1618870675,87,49.0003,9.7695,42.8,3.44
Seymchan,100,RU,1618870676,90,62.8833,152.4333,33.24,3.91
Port-Cartier,75,CA,1618870676,53,50.0334,-66.8654,48.0,4.61
Sinnamary,84,GF,1618870676,84,5.3833,-52.95,77.23,8.81
Ebeltoft,2,DK,1618870677,70,56.1944,10.6821,41.0,1.14
Turukhansk,13,RU,1618870677,97,65.8167,87.9833,-6.2,7.14
Tortolì,0,IT,1618870678,44,39.9256,9.6572,55.4,8.05
Belchertown,90,US,1618870678,39,42.277,-72.4009,60.8,6.91
Chkalovskoye,0,RU,1618870678,37,44.8392,133.0436,38.66,15.05
Souillac,40,MU,1618870679,94,-20.5167,57.5167,77.0,9.89
Mogzon,98,RU,1618870679,65,51.7435,111.9606,29.93,1.23
Ngaoundéré,96,CM,1618870524,81,7.3167,13.5833,69.46,4.43
Narsaq,100,GL,1618870680,48,60.9167,-46.05,37.4,5.75
Aksu,76,CN,1618870680,62,41.1231,80.2644,54.59,4.03
Mogadishu,88,SO,1618870680,76,2.0371,45.3438,82.45,11.21
Codrington,68,AU,1618870657,86,-38.2667,141.9667,52.36,18.37
Lodja,100,CD,1618870681,99,-3.4833,23.4333,70.32,2.04
Okhotsk,100,RU,1618870682,98,59.3833,143.3,32.92,28.03
Tongren,100,CN,1618870682,97,27.7172,109.1853,59.29,1.86
Emmett,1,US,1618870682,26,43.8735,-116.4993,64.0,11.99
Antofagasta,0,CL,1618870388,63,-23.65,-70.4,66.2,11.5
Skibbereen,75,IE,1618870683,93,51.55,-9.2667,46.4,5.75
Port Hueneme,1,US,1618870493,67,34.1478,-119.1951,80.01,13.8
Erenhot,23,CN,1618870684,34,43.6475,111.9767,46.81,6.49
Mil'kovo,100,RU,1618870684,94,54.7167,158.6167,32.29,12.1
Chapais,90,CA,1618870685,30,49.7834,-74.8492,53.6,6.91
Łobez,16,PL,1618870685,73,53.6392,15.6213,44.01,1.99
Benito Juarez,40,MX,1618870685,7,19.385,-99.165,82.4,17.27
Zhigalovo,100,RU,1618870686,82,54.8097,105.1578,22.17,7.56
Coahuayana Viejo,1,MX,1618870686,32,18.7333,-103.6833,80.6,11.5
Pangody,100,RU,1618870686,94,65.85,74.4859,19.36,18.3
Kavaratti,23,IN,1618870687,72,10.5669,72.642,83.44,9.24
Pyinmana,1,MM,1618870687,63,19.7333,96.2167,76.35,3.49
Robertson,1,US,1618870688,34,36.5167,-86.8667,69.01,3.44
Kasongo-Lunda,100,CD,1618870688,98,-6.4667,16.8167,70.84,1.99
Poya,51,NC,1618870689,84,-21.35,165.15,78.48,6.71
Vestmannaeyjar,97,IS,1618870689,59,63.4427,-20.2734,38.35,23.87
Shikarpur,40,PK,1618870690,47,27.9571,68.6379,78.8,3.13
Berdigestyakh,97,RU,1618870690,95,62.0989,126.6992,7.83,5.23
Bubaque,45,GW,1618870691,73,11.2833,-15.8333,78.58,16.08
Zhezkazgan,100,KZ,1618870691,66,47.8043,67.7144,32.81,18.7
Plouzané,0,FR,1618870691,76,48.3833,-4.6167,50.0,4.61
Liverpool,0,GB,1618870486,71,53.4106,-2.9779,51.8,6.91
Derbent,100,RU,1618870692,74,42.0678,48.2899,55.74,4.47
Nurota,100,UZ,1618870692,54,40.5614,65.6886,57.2,2.3
Dagda,78,LV,1618870693,82,56.0951,27.5372,43.36,4.81
Oistins,20,BB,1618870453,57,13.0667,-59.5333,80.6,19.57
Tam Ky,40,VN,1618870639,88,15.5667,108.4833,77.0,2.3
Inírida,100,CO,1618870693,87,3.8653,-67.9239,78.28,0.54
Serenje,28,ZM,1618870694,97,-13.2325,30.2352,54.7,6.96
Zhicheng,100,CN,1618870694,95,30.2956,111.5047,61.0,1.1
Jumla,0,NP,1618870695,48,29.2747,82.1838,44.53,4.85
Umm Hājar,13,TD,1618870695,8,13.2954,19.6966,91.29,6.53
Yingchuan,100,CN,1618870695,88,34.1628,113.4639,57.2,4.47
Sur,83,OM,1618870696,54,22.5667,59.5289,80.17,4.54
Mīāndoāb,0,IR,1618870696,41,36.9694,46.1027,59.0,11.5
Bonavista,100,CA,1618870697,100,48.6499,-53.1147,39.99,3.44
Tay Ninh,96,VN,1618870697,84,11.3,106.1,78.26,4.27
